_id,Ano,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
982,2023,G,4,46,460,460151,Fondo de Cohesión Territorial,Fondo de Cohesión Territorial
983,2023,G,4,46,460,460152,Plan de Impulso de economía social,Plan de Impulso de economía social
984,2023,G,4,46,460,460153,Ayudas a la creación de aparcamientos de Caravanas,Ayudas a la creación de aparcamientos de Caravanas
985,2023,G,4,46,460,460154,Plan turístico de la sotonera,Plan turístico de la sotonera
986,2023,G,4,46,460,460155,Subvención EELL Proyectos de Servicios Sociales,Subvención EELL Proyectos de Servicios Sociales
987,2023,G,4,46,460,460156,Conv. Ayto. Ejea de los Caballeros. Asist. VVG,Conv. Ayto. Ejea de los Caballeros. Asist. VVG
988,2023,G,4,46,460,460157,Conv. Ayto. Utebo. Asist. VVG,Conv. Ayto. Utebo. Asist. Víctimas Violencia Géner
989,2023,G,4,46,460,460158,Conv. Ayto. Calatayud Asist. Víct. Violencia Géner,Conv. Ayto. Calatayud Asist. Víct. Violencia Géner
990,2023,G,4,46,460,460159,Conv. Comarca Bajo Cinca.Asist. V. Violencia Géner,Conv. Comarca Bajo Cinca.Asist. V. Violencia Géner
991,2023,G,4,46,460,460160,Comarca BajoAragón Caspe promoción lenguas propias,Comarca BajoAragón Caspe promoción lenguas propias
992,2023,G,4,46,460,460161,Comarca La Jacetania promoción lenguas propias,Comarca La Jacetania promoción lenguas propias
993,2023,G,4,46,460,460162,Comarca Alto Gállego promoción lenguas propias,Comarca Alto Gállego promoción lenguas propias
994,2023,G,4,46,460,460163,Comarca Hoya Huesca promoción lenguas propias,Comarca Hoya Huesca promoción lenguas propias
995,2023,G,4,46,460,460164,Comarca Sobrarbe promoción lenguas propias,Comarca Sobrarbe promoción lenguas propias
996,2023,G,4,46,460,460165,Comarca La Ribagorza promoción lenguas propias,Comarca La Ribagorza promoción lenguas propias
997,2023,G,4,46,460,460166,Comarca La Litera promoción lenguas propias,Comarca La Litera promoción lenguas propias
998,2023,G,4,46,460,460167,Comarca Matarraña promoción lenguas propias,Comarca Matarraña promoción lenguas propias
999,2023,G,4,46,460,460168,Comarca Bajo Cinca promoción lenguas propias,Comarca Bajo Cinca promoción lenguas propias
1000,2023,G,4,46,460,460169,Programa Tecnificación Ayuntamiento Andorra,Programa Tecnificación Ayuntamiento Andorra
1001,2023,G,4,46,460,460170,Programa Tecnificac Comarca Andorra-Sierra Arcos,Programa Tecnificac Comarca Andorra-Sierra Arcos
1002,2023,G,4,46,460,460171,Plan Igualdad PYMES,Plan Igualdad PYMES
1003,2023,G,4,46,460,460172,Subvención Multiservicios Rurales,Subvención Multiservicios Rurales
1004,2023,G,4,46,460,460173,Innovación y vertebración del territorio,Innovación y vertebración del territorio
1005,2023,G,4,46,460,460174,SOFEJEA,SOFEJEA
1006,2023,G,4,46,460,460175,Ayudas COVID-19. Inver. Centr. Serv. Soc.,Ayudas COVID-19. Inver. Centr. Serv. Soc.
1007,2023,G,4,46,460,460176,Dip. Prov Huesca. Lenguas propias,Dip. Prov Huesca. Lenguas propias
1008,2023,G,4,46,460,460177,Subvenciones Entidades Locales. Cambio climático,Subvenciones Entidades Locales. Cambio climático
1009,2023,G,4,46,460,460178,Convenio Comarca Cinco Villas. Asistencia VVG,Convenio Comarca Cinco Villas. Asistencia VVG
1010,2023,G,4,46,460,460179,Convenio Ayuntamiento Zaragoza. Atención VVG,Convenio Ayuntamiento Zaragoza. Atención VVG
1011,2023,G,4,46,460,460180,Ayto. Huesca. Erradicación asentamientos insalubre,Ayto. Huesca. Erradicación asentamientos insalubre
1012,2023,G,4,46,460,460181,F. Thomas Sabba. Erradic. asentamientos insalubres,F. Thomas Sabba. Erradic. asentamientos insalubres
1013,2023,G,4,46,460,460182,Refuerzo ofic. muni. de viv. para mediación y prev,Refuerzo ofic. muni. de viv. para mediación y prev
1014,2023,G,4,46,460,460183,Conv. Aytos. Compensación gastos limpieza COVID19,Conv. Aytos. Compensación gastos limpieza COVID19
1015,2023,G,4,46,460,460184,Plan empleo para el sector de la nieve,Plan empleo para el sector de la nieve
1016,2023,G,4,46,460,460185,"R.econo.y social Jaceta.,A.Gallego,Ribag.,Gudar/Ja","R.econo.y social Jaceta.,A.Gallego,Ribag.,Gudar/Ja"
1017,2023,G,4,46,460,460186,Formación Dual,Formación Dual
1018,2023,G,4,46,460,460187,Ayto.Epila erradicación asentamientos insalubres,Ayto.Epila erradicación asentamientos insalubres
1019,2023,G,4,46,460,460188,Ayto.Tauste erradicación asentamientos insalubres,Ayto.Tauste erradicación asentamientos insalubres
1020,2023,G,4,46,460,460189,Empleo Joven-Primera Experiencia,Empleo Joven-Primera Experiencia
1021,2023,G,4,46,460,460190,Contratación colectivos dificultades inserción,Contratación colectivos dificultades inserción
1022,2023,G,4,46,460,460191,Contratación colectivos dificultades inserción,Contratación colectivos dificultades inserción
1023,2023,G,4,46,460,460192,Formación Prioritariamente Ocupados,Formación Prioritariamente Ocupados
1024,2023,G,4,46,460,460193,Prodigital,Prodigital
1025,2023,G,4,46,460,460194,Dinamización cultural áreas no urbanas para EELL,Dinamización cultural áreas no urbanas para EELL
1026,2023,G,4,46,460,460195,Bonos Balnearios,Bonos Balenearios
1027,2023,G,4,46,460,460196,Planes y progr.Serv.Soc.-Ayto.Zaragoza,Planes y progr.Serv.Soc.-Ayto.Zaragoza
1028,2023,G,4,46,460,460197,Programa Teleasistencia-Ayto. Zaragoza,Programa Teleasistencia-Ayto. Zaragoza
1029,2023,G,4,46,460,460198,Ayuda Domicilio Dependientes-Ayto. Zaragoza,Ayuda Domicilio Dependientes-Ayto. Zaragoza
1030,2023,G,4,46,460,460199,Pobreza Energética-Ayto. Zaragoza,Pobreza Energética-Ayto. Zaragoza
1031,2023,G,4,46,460,460200,Bonos Impulsa Huesca,Bonos Impulsa Huesca
1032,2023,G,4,46,460,460201,Claúsula cierre Conv. CEF Ayuntamiento de Zaragoza,Claúsula cierre Conv. CEF Ayuntamiento de Zaragoza
1033,2023,G,4,46,460,460202,Conv. Educación Infantil Ayuntamiento de Zaragoza,Conv. Educación Infantil Ayuntamiento de Zaragoza
1034,2023,G,4,46,460,460203,Convenio bilateral Ley de Capitalidad,Convenio bilateral Ley de Capitalidad
1035,2023,G,4,46,460,460204,Escuelas Municipales Música,Escuelas Municipales Música
1036,2023,G,4,46,460,460205,Formación Reskilling y Upskilling MRR,Formación Reskilling y Upskilling MRR
1037,2023,G,4,46,460,460206,Ayuntamiento Gea de Albarracín,Ayuntamiento de Gea de Albarracín
1038,2023,G,4,46,460,460207,Convenio Escuela de Pastoreo la Estiva,Convenio Escuela de Pastoreo la Estiva
1039,2023,G,4,46,460,460208,Actuaci.Ayto Zgz.preven.violencia mujer e igualdad,Actuaci.Ayto Zgz.preven.violencia mujer e igualdad
1040,2023,G,4,46,460,460209,Teleasistencia Dependientes - Ayto. Zaragoza,Teleasistencia Dependientes - Ayto. Zaragoza
1041,2023,G,4,46,460,460210,Programa Inclusión - Ayto. Zaragoza,Programa Inclusión - Ayto. Zaragoza
1042,2023,G,4,46,460,460211,Ayuda a festivales de Aragon,Ayuda a festivales de Aragon
1043,2023,G,4,46,460,460212,Fondo Social Europeo + Privación Material,Fondo Social Europeo + Privación Material
1044,2023,G,4,46,460,460213,Conv.serv.atención Comarca de Alto Gállego,Conv.serv.atención Comarca de Alto Gállego
1045,2023,G,4,46,460,460214,Conv.serv.atención Comarca de Aranda,Conv.serv.atención Comarca de Aranda
1046,2023,G,4,46,460,460215,Conv.serv.atención Comarca de Andorra-sierra de A,Conv.serv.atención Comarca de Andorra-sierra de A
1047,2023,G,4,46,460,460216,Conv.serv.atención Comarca del Bajo Aragón,Conv.serv.atención Comarca del Bajo Aragón
1048,2023,G,4,46,460,460217,Conv.serv.atención Comarca de Bajo Aragón - Caspe,Conv.serv.atención Comarca de Bajo Aragón - Caspe
1049,2023,G,4,46,460,460218,Conv.serv.atención Comarca del Bajo Cinca/Baix Ci,Conv.serv.atención Comarca del Bajo Cinca/Baix Ci
1050,2023,G,4,46,460,460219,Conv.serv.atención Comarca de Bajo Martín,Conv.serv.atención Comarca de Bajo Martín
1051,2023,G,4,46,460,460220,Conv.serv.atención Comarca Campo de Belchite,Conv.serv.atención Comarca Campo de Belchite
1052,2023,G,4,46,460,460221,Conv.serv.atención Comarca Campo de Borja,Conv.serv.atención Comarca Campo de Borja
1053,2023,G,4,46,460,460222,Conv.serv.atención Comarca Campo de Cariñena,Conv.serv.atención Comarca Campo de Cariñena
1054,2023,G,4,46,460,460223,Conv.serv.atención Comarca Campo de Daroca,Conv.serv.atención Comarca Campo de Daroca
1055,2023,G,4,46,460,460224,Conv.serv.atención Comarca de Cinca Medio,Conv.serv.atención Comarca de Cinca Medio
1056,2023,G,4,46,460,460225,Conv.serv.atención Comarca de Cinco Villas,Conv.serv.atención Comarca de Cinco Villas
1057,2023,G,4,46,460,460226,Conv.serv.atención Comarca Comunidad de Calatayud,Conv.serv.atención Comarca Comunidad de Calatayud
1058,2023,G,4,46,460,460227,Conv.serv.atención Comarca de Cuencas Mineras,Conv.serv.atención Comarca de Cuencas Mineras
1059,2023,G,4,46,460,460228,Conv.serv.atención Comarca Gúdar Javalambre,Conv.serv.atención Comarca Gúdar Javalambre
1060,2023,G,4,46,460,460229,Conv.serv.atención Comarca de la Hoya de Huesca/P,Conv.serv.atención Comarca de la Hoya de Huesca/P
1061,2023,G,4,46,460,460230,Conv.serv.atención Comarca de la Jacetania,Conv.serv.atención Comarca de la Jacetania
1062,2023,G,4,46,460,460231,Conv.serv.atención Comarca del Jiloca,Conv.serv.atención Comarca del Jiloca
1063,2023,G,4,46,460,460232,Conv.serv.atención Comarca de la Litera,Conv.serv.atención Comarca de la Litera
1064,2023,G,4,46,460,460233,Conv.serv.atención Comarca de Maestrazgo,Conv.serv.atención Comarca de Maestrazgo
1065,2023,G,4,46,460,460234,Conv.serv.atención Comarca de Matarraña/Matarranya,Conv.serv.atención Comarca de Matarraña/Matarranya
1066,2023,G,4,46,460,460235,Conv.serv.atención Comarca de los Monegros,Conv.serv.atención Comarca de los Monegros
1067,2023,G,4,46,460,460236,Conv.serv.atención Comarca de la Ribagorza,Conv.serv.atención Comarca de la Ribagorza
1068,2023,G,4,46,460,460237,Conv.serv.atención Comarca Ribera Alta del Ebro,Conv.serv.atención Comarca Ribera Alta del Ebro
1069,2023,G,4,46,460,460238,Conv.serv.atención Comarca Ribera Baja del Ebro,Conv.serv.atención Comarca Ribera Baja del Ebro
1070,2023,G,4,46,460,460239,Conv.serv.atención Comarca Sierra de Albarracín,Conv.serv.atención Comarca Sierra de Albarracín
1071,2023,G,4,46,460,460240,Conv.serv.atención Comarca de Sobrarbe,Conv.serv.atención Comarca de Sobrarbe
1072,2023,G,4,46,460,460241,Conv.serv.atención Comarca de Somontano de Barbas,Conv.serv.atención Comarca de Somontano de Barbas
1073,2023,G,4,46,460,460242,Conv.serv.atención Comarca de Tarazona y El Monca,Conv.serv.atención Comarca de Tarazona y El Monca
1074,2023,G,4,46,460,460243,Conv.serv.atención Comarca de Comunidad de Teruel,Conv.serv.atención Comarca de Comunidad de Teruel
1075,2023,G,4,46,460,460244,Conv.serv.atención Comarca de Valdejalón,Conv.serv.atención Comarca de Valdejalón
1076,2023,G,4,46,460,460245,Conv.serv.atención Comarca Central de Zaragoza,Conv.serv.atención Comarca Central de Zaragoza
1077,2023,G,4,46,460,460246,Ayudas para Comarcas actividad física saludable,Ayudas para Comarcas actividad física saludable
1078,2023,G,4,46,460,460247,Subvenc. Mancom. Alto Valle Aragón Astún-Candanchú,Subvenc. Mancom. Alto Valle Aragón Astún-Candanchú
1079,2023,G,4,46,460,460248,Subv. promoción comercio Volveremos/Impulsa,Subv. promoción comercio Volveremos/Impulsa
1080,2023,G,4,46,460,460249,Modernización áreas industriales empresariales,Modernización áreas industriales empresariales
1081,2023,G,4,46,460,460250,Ayudas actividades comarcas de infancia y adolesce,Ayudas actividades comarcas de infancia y adolesce
1082,2023,G,4,46,460,460251,Programa adquisición suelo y mejora urbana,Programa adquisición suelo y mejora urbana
1083,2023,G,4,46,460,460252,Programa rehabilitación patrimonio público y vivie,Programa rehabilitación patrimonio público y vivie
1084,2023,G,4,46,460,460253,Encomienda de gestión,Encomienda de gestión
1085,2023,G,4,46,460,460254,Ayudas abonos de transporte Entidades Locales,Ayudas abonos de transporte Entidades Locales
1086,2023,G,4,46,460,460255,Apoyo Comarcas Igualdad de Oportunidades,Apoyo Comarcas Igualdad de Oportunidades
1087,2023,G,4,46,460,460256,Comarca Cinco Villas - Camino de Santiago,Comarca Cinco Villas - Camino de Santiago
1088,2023,G,4,46,460,460257,Comarca La Jacetania - Camino de Santiago,Comarca La Jacetania - Camino de Santiago
1089,2023,G,4,46,460,460258,Consorcio Museo Nacional de Etnografía de Teruel,Consorcio Museo Nacional de Etnografía de Teruel
1090,2023,G,4,46,460,460259,Ayudas CC. LL. para reparaciones,Ayudas CC. LL. para reparaciones
1091,2023,G,4,46,460,460260,Ayudas CC. LL. reparaciones abastecimiento agua,Ayudas CC. LL. reparaciones abastecimiento agua
1092,2023,G,4,46,460,460261,Subv. Ayto. Fiscal. Mejoras municipio,Subv. Ayto. Fiscal. Mejoras municipio
1093,2023,G,4,46,460,460262,Subv. Ayto. Boltaña. Mejoras municipio,Subv. Ayto. Boltaña. Mejoras municipio
1094,2023,G,4,46,460,460263,Proyecto sensibilización servicios comarcales,Proyecto sensibilización servicios comarcales
1095,2023,G,4,46,460,460264,Subv. sensibilización VG Comarca de Alto Gállego,Subv. sensibilización VG Comarca de Alto Gállego
1096,2023,G,4,46,460,460265,Subv. sensibilización VG Comarca de Andorra-S de A,Subv. sensibilización VG Comarca de Andorra-S de A
1097,2023,G,4,46,460,460266,Subv. sensibilización VG Comarca de Aranda,Subv. sensibilización VG Comarca de Aranda
1098,2023,G,4,46,460,460267,Subv. sensibilización VG Comarca del Bajo Aragón,Subv. sensibilización VG Comarca del Bajo Aragón
1099,2023,G,4,46,460,460268,Subv. sensibilización VG Comarca de B. Aragón - Ca,Subv. sensibilización VG Comarca de B. Aragón - Ca
1100,2023,G,4,46,460,460269,Subv. sensibilización VG Comarca del Bajo Cinca,Subv. sensibilización VG Comarca del Bajo Cinca
1101,2023,G,4,46,460,460270,Subv. sensibilización VG Comarca de Bajo Martín,Subv. sensibilización VG Comarca de Bajo Martín
1102,2023,G,4,46,460,460271,Subv. sensibilización VG Comarca C. de Belchite,Subv. sensibilización VG Comarca C. de Belchite
1103,2023,G,4,46,460,460272,Subv. sensibilización VG Comarca Campo de Borja,Subv. sensibilización VG Comarca Campo de Borja
1104,2023,G,4,46,460,460273,Subv. sensibilización VG Comarca Campo de Cariñena,Subv. sensibilización VG Comarca Campo de Cariñena
1105,2023,G,4,46,460,460274,Subv. sensibilización VG Comarca Campo de Daroca,Subv. sensibilización VG Comarca Campo de Daroca
1106,2023,G,4,46,460,460275,Subv. sensibilización VG Comarca Central de Zarago,Subv. sensibilización VG Comarca Central de Zarago
1107,2023,G,4,46,460,460276,Subv. sensibilización VG Comarca de Cinca Medio,Subv. sensibilización VG Comarca de Cinca Medio
1108,2023,G,4,46,460,460277,Subv. sensibilización VG Comarca de Cinco Villas,Subv. sensibilización VG Comarca de Cinco Villas
1109,2023,G,4,46,460,460278,Subv. sensibilización VG Comarca Com. de Calatayud,Subv. sensibilización VG Comarca Com. de Calatayud
1110,2023,G,4,46,460,460279,Subv. sensibilización VG Comarca de Com. de Teruel,Subv. sensibilización VG Comarca de Com. de Teruel
1111,2023,G,4,46,460,460280,Subv. sensibilización VG Comarca de Cuencas Minera,Subv. sensibilización VG Comarca de Cuencas Minera
1112,2023,G,4,46,460,460281,Subv. sensibilización VG Comarca Gúdar Javalambre,Subv. sensibilización VG Comarca Gúdar Javalambre
1113,2023,G,4,46,460,460282,Subv. sensibilización VG Comarca La Hoya de Huesca,Subv. sensibilización VG Comarca La Hoya de Huesca
1114,2023,G,4,46,460,460283,Subv. sensibilización VG Comarca del Jiloca,Subv. sensibilización VG Comarca del Jiloca
1115,2023,G,4,46,460,460284,Subv. sensibilización VG Comarca de la Jacetania,Subv. sensibilización VG Comarca de la Jacetania
1116,2023,G,4,46,460,460285,Subv. sensibilización VG Comarca de la Litera,Subv. sensibilización VG Comarca de la Litera
1117,2023,G,4,46,460,460286,Subv. sensibilización VG Comarca de los Monegros,Subv. sensibilización VG Comarca de los Monegros
1118,2023,G,4,46,460,460287,Subv. sensibilización VG Comarca de Maestrazgo,Subv. sensibilización VG Comarca de Maestrazgo
1119,2023,G,4,46,460,460288,Subv. sensibilización VG Comarca de Matarraña/Mata,Subv. sensibilización VG Comarca de Matarraña/Mata
1120,2023,G,4,46,460,460289,Subv. sensibilización VG Comarca de la Ribagorza,Subv. sensibilización VG Comarca de la Ribagorza
1121,2023,G,4,46,460,460290,Subv. sensibilización VG Comarca Ribera Alta del E,Subv. sensibilización VG Comarca Ribera Alta del E
1122,2023,G,4,46,460,460291,Subv. sensibilización VG Comarca Ribera Baja del E,Subv. sensibilización VG Comarca Ribera Baja del E
1123,2023,G,4,46,460,460292,Subv. sensibilización VG Comarca Sierra de Albarra,Subv. sensibilización VG Comarca Sierra de Albarra
1124,2023,G,4,46,460,460293,Subv. sensibilización VG Comarca de Sobrarbe,Subv. sensibilización VG Comarca de Sobrarbe
1125,2023,G,4,46,460,460294,Subv. sensibilización VG Comarca Somontano de Barb,Subv. sensibilización VG Comarca Somontano de Barb
1126,2023,G,4,46,460,460295,Subv. sensibilización VG Comarca de Tarazona y El,Subv. sensibilización VG Comarca de Tarazona y El
1127,2023,G,4,46,460,460296,Subv. sensibilización VG Comarca de Valdejalón,Subv. sensibilización VG Comarca de Valdejalón
1128,2023,G,4,47,470,470000,Ayudas Digitalizate,Ayudas Digitalizate
1129,2023,G,4,47,470,470001,Apoyo a Empr Interés Gral,Apoyo a Empresas de Interés General
1130,2023,G,4,47,470,470002,Subv.Proyec.Coop.Transfr.,Subv. Proyectos de Cooperación Transfronteriza
1131,2023,G,4,47,470,470003,Planes Form. D.G.A.,Planes de Formación de la D.G.A.
1132,2023,G,4,47,470,470004,Líneas Deficitar.Viajer.,Ayudas líneas deficitarias de viajeros
1133,2023,G,4,47,470,470005,Serv.Regul.Viajeros C-Pr,Establecimiento Serv.Reg.Viajeros Contratos Progr.
1134,2023,G,4,47,470,470006,Estadística Agraria,Estadística Agraria
1135,2023,G,4,47,470,470007,Política Agraria Comunit.,Política Agraria Comunitaria
1136,2023,G,4,47,470,470008,Ayudas Nacion.Complem.PAC,Ayudas Nacionales Complementarias P.A.C.
1137,2023,G,4,47,470,470009,Fomento Comercialización,Fomento comercialización productos agr. y aliment.
1138,2023,G,4,47,470,470010,Reestructuración Asociat.,Reestructuración de las Entidades Asociativas
1139,2023,G,4,47,470,470011,Convenios Bodegas Piloto,Convenios con Bodegas Piloto
1140,2023,G,4,47,470,470012,Seguim.Trazabilid.Cereal.,Seguimiento de la trazabilidad de cereales
1141,2023,G,4,47,470,470013,Formac.Entidades Asociat.,Formación de Entidades Asociativas
1142,2023,G,4,47,470,470014,"Difus.,Fom.y Ahorro Energ","Actuaciones,difusion,fomento y ahorro energético"
1143,2023,G,4,47,470,470015,Subv. Empresas Artesanas,Subv. Empresas Artesanas
1144,2023,G,4,47,470,470016,Imp y Promoc TIC,Implantac y promoción de las TIC
1145,2023,G,4,47,470,470017,Creac Cont Digit. Soc.Inf,Creación Contenidos Digitales Sdad Información
1146,2023,G,4,47,470,470018,Ay. formac. Ctros Trabajo,Ayudas para formación en centros de trabajo
1147,2023,G,4,47,470,470019,Apoyo a Artes Plásticas,Apoyo a las Artes Plásticas
1148,2023,G,4,47,470,470020,Ayudas Teatro y Danza,Ayudas al Teatro y a la Danza
1149,2023,G,4,47,470,470021,Ayudas Producc. Audiovis.,Ayudas a la Producción Audiovisual
1150,2023,G,4,47,470,470022,Ayudas a la Música,Ayudas a la Música
1151,2023,G,4,47,470,470023,Act.Dep.Centros J.Escolar,Prom.Activ.Deport con Centr.Priv.Juegos Escolares
1152,2023,G,4,47,470,470025,Ayudas Guarderías Empr.,Ayudas a Guarderías de Empresas
1153,2023,G,4,47,470,470026,Fom. Cooperativas.,Fomento y creación empleo en Coop. y S. Laborales
1154,2023,G,4,47,470,470027,Apoyo a Discp. Psiq. CEE,Contr. personal de apoyo a discap. psiq. en C.E.E.
1155,2023,G,4,47,470,470028,Contratación Prog.ARINSER,Subvención Contratación Programa Aragón Inserta
1156,2023,G,4,47,470,470029,Fto contratac. discapac.,Fomento de la contratación de discapacitados
1157,2023,G,4,47,470,470030,Fomento contrat. estable,Fomento de la Contratación Estable
1158,2023,G,4,47,470,470031,Fomen contr estable mujer,Fomento de la Contratación Estable de mujeres
1159,2023,G,4,47,470,470032,Fto Empleo Aut. mujeres,Fomento Empleo Autónomos mujeres
1160,2023,G,4,47,470,470033,Fto.Empleo Coop y SS.LL,Fomento Empleo Cooperat.y Soc.Laborales
1161,2023,G,4,47,470,470034,Coop y SSLL incorp discap,Fomento Empleo Coop. y SS.LL. incorpor.  discap.
1162,2023,G,4,47,470,470035,Coop y SSLL incorp mujer,Fomento Empleo Coop. y SS.LL incorpor.  mujeres
1163,2023,G,4,47,470,470036,Formación FIP,Formación e Inserción Profesional
1164,2023,G,4,47,470,470037,Integrac.Lab.Discapac.,Integración laboral de discapacitados
1165,2023,G,4,47,470,470038,Prog.Fto.Empl.Autón.Mujer,Programa de fomento de empleo autónomo de mujeres
1166,2023,G,4,47,470,470039,Prog.Fto Empl. Autónomos,Programa de fomento de empleo de autónomos
1167,2023,G,4,47,470,470040,Promoción Empleo Autónomo,Promoción de Empleo Autónomo
1168,2023,G,4,47,470,470041,Subv Empresas In+Empleo,Subvenciones a Empresas Iniciativa+Empleo
1169,2023,G,4,47,470,470042,Contratac. indef. discap.,Subv.contrat.indefinida trabajadores discapacitad.
1170,2023,G,4,47,470,470043,Acc.Compl.Formac.Continua,Acciones complementarias de Formación Continua
1171,2023,G,4,47,470,470044,Apoyo a Edic.y Public.Per,Apoyo a Ediciones y Publicaciones Periódicas
1172,2023,G,4,47,470,470045,Campañas escol. deportiv.,Campañas Escolares Deportivas
1173,2023,G,4,47,470,470046,Planes de vivienda,Planes de vivienda
1174,2023,G,4,47,470,470047,Serv.Pre.Creación Consor,Opt.Servicios Previos ConsorcioTransp Área de Zgza
1175,2023,G,4,47,470,470048,Subv.internacionaliz empr,Subvenciones internacionalización ac. empresas
1176,2023,G,4,47,470,470049,pro prom línea reg viaj i,Promoción líneas regulares viajeros interés espec
1177,2023,G,4,47,470,470050,Aut. Villafranca-El Burgo,Concesión autopista Villafranca-El Burgo de Ebro
1178,2023,G,4,47,470,470051,Ayuda expositores QUALIME,Ayuda expositores feria QUALIMEN
1179,2023,G,4,47,470,470052,Estac Central Autob Zgoza,Compromisos Estación Central Autobuses de Zaragoza
1180,2023,G,4,47,470,470053,Difus. fom. y ahorro ener,"Act. difusión, fomento y ahorro energético"
1181,2023,G,4,47,470,470055,Cont. discap. P. Intro,Contr. discapacitados Prg. Intro
1182,2023,G,4,47,470,470056,Unidades apoyo C.E.E.,Unidades apoyo Centros Especiales Empleo
1183,2023,G,4,47,470,470057,Fomento calidad prod.agro,Fomento calidad producción agroalimentaria
1184,2023,G,4,47,470,470058,Fom.uso ef.energi y renov,Fom uso eficiente de la energia y energías renovab
1185,2023,G,4,47,470,470059,Subv. Prg. Empleo apoyo,Subvenciones Programa Empleo con apoyo
1186,2023,G,4,47,470,470060,Cmdad Trabajo Pirineos,Convocatoria Comunidad de Trabajo de los Pirineos
1187,2023,G,4,47,470,470061,Autopista Peaje 2,Concesión Autopista Peaje 2
1188,2023,G,4,47,470,470062,Autopista Peaje 68,Concesión Autopista Peaje 68
1189,2023,G,4,47,470,470063,Innovación emp. aragonesa,Innovación en Empresas Aragonesas
1190,2023,G,4,47,470,470064,Fruta escolar en escuelas,Plan fruta escolar en las escuelas
1191,2023,G,4,47,470,470065,Fomento estr. asoc. agrar,Fomento Estructuras Asociativas Agrarias
1192,2023,G,4,47,470,470066,Sociedades Anónimas Deportivas,Sociedades Anónimas Deportivas
1193,2023,G,4,47,470,470067,Compensación conces. res.,Compensación concesionarios gestión residuos
1194,2023,G,4,47,470,470068,Fom Prom Dep Universidad,Fomento y Promoción Deporte Universidad
1195,2023,G,4,47,470,470069,Conv. Eventos Deportivos,Convenios Eventos Deportivos
1196,2023,G,4,47,470,470070,Proy interna. actividades,Proy internacionalización actividades púb-privadas
1197,2023,G,4,47,470,470071,Proy interna. formativas,Proy internacionalización act formativas y laboral
1198,2023,G,4,47,470,470072,Subv. ac. prom. turística,Subvenciones acciones promoción turística
1199,2023,G,4,47,470,470073,Act. prog. Med. Empresas,Actuaciones para programa Medianas Empresas
1200,2023,G,4,47,470,470074,resrv plazas.Comp sobreco,Reserva de plazas.Compensación sobrecoste
1201,2023,G,4,47,470,470075,Fomento contr. innovación,Fomento a la contratación para la innovación
1202,2023,G,4,47,470,470076,Alquiler social,Alquiler social
1203,2023,G,4,47,470,470077,Teleformación,Teleformación
1204,2023,G,4,47,470,470078,Formación en idiomas,Formación en idiomas
1205,2023,G,4,47,470,470079,Apoyo rto viveros empresa,Apoyo rendimiento viveros empresa
1206,2023,G,4,47,470,470080,Apoyo FP dual,Apoyo FP dual
1207,2023,G,4,47,470,470081,Subvención empresas sector ferial,Subvención empresas sector ferial
1208,2023,G,4,47,470,470082,Programa LIFE,Programa LIFE
1209,2023,G,4,47,470,470083,Daños por desbordamiento rio Ebro,Daños por desbordamiento rio Ebro
1210,2023,G,4,47,470,470084,Premios Aragón de Comunicación Audiovisual Local,Premios Aragón de Comunicación Audiovisual Local
1211,2023,G,4,47,470,470085,Form.. Planes Experimentales,Formación. Planes Experimentales
1212,2023,G,4,47,470,470086,Form. Prioritariamente Desempleados,Formación Prioritariamente Desempleados
1213,2023,G,4,47,470,470087,Prog. Oportunidad Empleo Joven. Garantía Juvenil,Programa Oportunidad Empleo Joven. Garantía Juveni
1214,2023,G,4,47,470,470088,Empleo aut y en Coop y sddes laborales. Garantía J,Empleo autónomo y en Cooperativas y sociedades lab
1215,2023,G,4,47,470,470089,Form. Prioritaria Ocupados,Formación Prioritaria Ocupados
1216,2023,G,4,47,470,470090,Acuerdos con Compromiso de Contratación,Acuerdos con Compromiso de Contratación
1217,2023,G,4,47,470,470091,Fom contratación y estímulo del Mdo de Trabajo,Fomento de la contratación y estímulo del Mercado
1218,2023,G,4,47,470,470092,Integración Laboral en Centros Especiales de Emple,Integración Laboral en Centros Especiales de Emple
1219,2023,G,4,47,470,470093,Contratación Discapacidad en Empleo Ordinario,Contratación Personas con Discapacidad en Empleo O
1220,2023,G,4,47,470,470094,Ayudas a la edición,Ayudas a la edición
1221,2023,G,4,47,470,470095,Promoción lenguas propias - Medios Comunicación,Promoción lenguas propias - Medios Comunicación
1222,2023,G,4,47,470,470096,Participación programa Calidad PDR,Participación programa Calidad PDR
1223,2023,G,4,47,470,470097,Promoción Empresas Economía Social,Promoción Empresas Economía Social
1224,2023,G,4,47,470,470098,Programa dimensión empresarial,Programa dimensión empresarial
1225,2023,G,4,47,470,470099,Prog. Form. des. directivo mujeres con cargo respo,Prog. Form. des. directivo mujeres con cargo respo
1226,2023,G,4,47,470,470100,Plan Igualdad PYMES,Plan Igualdad PYMES
1227,2023,G,4,47,470,470101,Convenio Lonja Agropecuaria del Ebro,Convenio Lonja Agopecuaria del Ebro
1228,2023,G,4,47,470,470102,Convenio Lonja Agropecuaria de Binefar,Convenio Lonja  Agropecuaria de Binefar
