_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
235,2024,12500,405099,39075,Otras subvenciones en materia de Salud y Consumo,,"1.987.293,60","1.987.293,60","1.987.293,60","1.987.293,60"
236,2024,12500,405099,39088,Otras subvenciones en materia de Salud y Consumo,,"450.053,11","450.053,11","423.279,60","423.279,60"
237,2024,12500,405099,39130,Otras subvenciones en materia de Salud y Consumo,,,,"235.627,91","235.627,91"
238,2024,12500,405099,39142,Otras subvenciones en materia de Salud y Consumo,,"233.472,39","233.472,39","276.210,50","273.605,37"
239,2024,12500,405099,39168,Otras subvenciones en materia de Salud y Consumo,,,,"70.752,06","70.752,06"
240,2024,12500,407003,39047,Funcionamiento de centros docentes,,"3.827.057,00","3.827.057,00","2.757.144,39","2.757.144,39"
241,2024,12500,407018,39122,Calidad en Formación Profesional,"800.000,00",,"800.000,00","792.500,39","792.500,39"
242,2024,12500,407099,39026,"Otras subvenciones  Educación, Cultura y Deporte","5.000,00",,"5.000,00",,
243,2024,12500,407099,39059,"Otras subvenciones  Educación, Cultura y Deporte",,"1.208.147,00","1.208.147,00","1.208.147,00","1.208.147,00"
244,2024,12500,407099,39107,"Otras subvenciones  Educación, Cultura y Deporte","200.000,00","6.006,12","206.006,12","206.006,12","206.006,12"
245,2024,12500,407099,39162,"Otras subvenciones  Educación, Cultura y Deporte",,"1.175.035,00","1.175.035,00","1.175.035,00","1.175.035,00"
246,2024,12500,407099,39164,"Otras subvenciones  Educación, Cultura y Deporte",,"176.198,00","176.198,00","176.198,00","176.198,00"
247,2024,12500,407099,39165,"Otras subvenciones  Educación, Cultura y Deporte",,"1.308.033,00","1.308.033,00","1.308.033,00","1.308.033,00"
248,2024,12500,407099,39166,"Otras subvenciones  Educación, Cultura y Deporte",,"1.127.529,00","1.127.529,00","1.127.529,00","1.127.529,00"
249,2024,12500,407099,39167,"Otras subvenciones  Educación, Cultura y Deporte",,"2.101.304,00","2.101.304,00","2.101.304,00","2.101.304,00"
250,2024,12500,407099,39409,"Otras subvenciones  Educación, Cultura y Deporte",,,,"-4,84","-4,84"
251,2024,12500,407099,39500,"Otras subvenciones  Educación, Cultura y Deporte",,,,"-111.929,82","-111.929,82"
252,2024,12500,409005,39144,Sistema cualificaciones y FP para el empleo,"27.178.304,81",,"27.178.304,81","29.059.873,44","20.086.906,55"
253,2024,12500,409007,32435,Next Generation EU MRR,"1.223.280,62","-1.223.280,62",0,,
254,2024,12500,409007,32436,Next Generation EU MRR,"3.715.147,91",,"3.715.147,91",,
255,2024,12500,409007,32438,Next Generation EU MRR,"24.165.249,06","3.886.007,24","28.051.256,30","7.130.127,24","7.130.127,24"
256,2024,12500,409007,32439,Next Generation EU MRR,"518.701,17",,"518.701,17",,
257,2024,12500,409007,32441,Next Generation EU MRR,"1.075.385,33",,"1.075.385,33",,
258,2024,12500,409007,32442,Next Generation EU MRR,"60.000,00",,"60.000,00",,
259,2024,12500,409007,32445,Next Generation EU MRR,"4.168.383,00",,"4.168.383,00",,
260,2024,12500,409007,32453,Next Generation EU MRR,"1.018.289,05",,"1.018.289,05",,
261,2024,12500,409009,33011,Otras subvenciones de Administraciones Públicas,,"449.980,27","449.980,27","449.980,27","449.980,27"
262,2024,12500,409009,39071,Otras subvenciones de Administraciones Públicas,"2.126.776,05","468.836,86","2.595.612,91","2.595.612,91","1.928.940,55"
263,2024,12500,409009,39145,Otras subvenciones de Administraciones Públicas,,"126.759,31","126.759,31","89.827,67","89.827,67"
264,2024,12500,409009,39146,Otras subvenciones de Administraciones Públicas,,,,"1.068.375,89","1.068.375,89"
265,2024,12500,409009,39148,Otras subvenciones de Administraciones Públicas,,"728.830,99","728.830,99","601.384,50","601.384,50"
266,2024,12500,409009,39158,Otras subvenciones de Administraciones Públicas,"1.165.208,58",,"1.165.208,58","1.165.208,59","1.165.208,59"
267,2024,12500,413000,33002,Conferencia Sectorial de Empleo,"1.858.549,42","-257.610,42","1.600.939,00","1.555.988,53","1.555.988,53"
268,2024,12500,413000,33004,Conferencia Sectorial de Empleo,"29.642.900,92","7.050.449,08","36.693.350,00","27.173.799,32","27.173.799,32"
269,2024,12500,413000,33005,Conferencia Sectorial de Empleo,"39.298.258,79","8.549.673,21","47.847.932,00","47.448.037,19","47.448.037,19"
270,2024,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,"100.000,00",,"100.000,00","40.588,17","40.588,17"
271,2024,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,"2.008.440,00","2.008.440,00","2.008.440,00","1.902.490,00"
272,2024,12500,419010,39163,Programas Educativos Europeos,,"10.492,00","10.492,00","10.492,00","9.442,80"
273,2024,12500,419013,39015,Transf. Organización Nacional de Trasplantes (ONT),,,,"-35.419,15","-35.419,15"
274,2024,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""","10.000.000,00",,"10.000.000,00","3.829.147,90","3.829.147,90"
275,2024,12500,420001,91003,Compens. asistencia sanitaria conting. prof.,,,,"107.133,31","107.133,31"
276,2024,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"110.624.024,04","110.624.024,04"
277,2024,12500,421001,91003,Plan Acción a favor de pers. situación dependencia,"111.000.000,00",,"111.000.000,00",,
278,2024,12500,480001,91003,Juegos escolares,"210.228,00",,"210.228,00","200.786,51","200.786,51"
279,2024,12500,492200,14201,Programa Operativo FEDER 2014-2020,"129.220,30",,"129.220,30",,
280,2024,12500,492202,11202,FEDER. Programa Operativo 2021-2027,"396.161,65","-396.161,65",0,,
281,2024,12500,492202,14210,FEDER. Programa Operativo 2021-2027,"2.694.568,28",,"2.694.568,28",,
282,2024,12500,492202,14212,FEDER. Programa Operativo 2021-2027,"63.200,00",,"63.200,00",,
283,2024,12500,492203,14211,POCTEFA. Programa Operativo 2021-2027,"6.800,00",,"6.800,00",,
284,2024,12500,493200,11201,Fondo Social Europeo- Programa Operativo 2014-2020,"109.459,68",,"109.459,68","11.457,21","11.457,21"
285,2024,12500,493201,11202,FSE. Programa Operativo 2021-2027,"865.453,16","396.161,65","1.261.614,81","360.085,60","360.085,60"
286,2024,12500,493201,11203,FSE. Programa Operativo 2021-2027,,,,"112.077,76","112.077,76"
287,2024,12500,494000,11209,REACT-UE,,,,"17.497.905,27","17.497.905,27"
288,2024,12500,496000,12101,Agricultura -Política Agraria Común,"426.786.009,36","18.801.198,07","445.587.207,43","444.985.259,33","444.967.877,00"
289,2024,12500,496000,91003,Agricultura -Política Agraria Común,,,,"36.485,57","36.485,57"
290,2024,12500,496001,12101,Plan fruta escolar y lácteos en las escuelas,"556.984,00",,"556.984,00",,
291,2024,12500,496009,12101,Agricultura- Otras subvenciones corrientes,"344.353,96",,"344.353,96","440.415,02","440.415,02"
292,2024,12500,497000,12202,Fondo Europeo Agrícola de Desarrollo Rural,"220.448,16","-3.400,14","217.048,02","309.874,05","309.874,05"
293,2024,12500,497000,12204,Fondo Europeo Agrícola de Desarrollo Rural,"4.625.570,19","-34.400,00","4.591.170,19","4.844.868,70","4.844.868,70"
294,2024,12500,497000,12205,Fondo Europeo Agrícola de Desarrollo Rural,"275.000,00",,"275.000,00","291.609,85","291.609,85"
295,2024,12500,499000,19001,Punto de Información Europea,"34.200,00",,"34.200,00","34.200,00","34.200,00"
296,2024,12500,499001,19015,Transición Justa,,,,"28.428.197,22","28.428.197,22"
297,2024,12500,499099,19004,Otras subvenciones del exterior,"1.375.538,00",,"1.375.538,00",,
298,2024,12500,499099,19007,Otras subvenciones del exterior,"42.175,00",,"42.175,00",,
299,2024,12500,499099,19011,Otras subvenciones del exterior,"22.531,25",,"22.531,25","8.212,50","8.212,50"
300,2024,12500,499099,19014,Otras subvenciones del exterior,"21.000,00",,"21.000,00","32.332,73","32.332,73"
301,2024,12500,499099,19090,Otras subvenciones del exterior,,,,"3.345.368,46","3.345.368,46"
302,2024,12500,511000,91003,Intereses de Préstamos Concedidos,"117.059,31",,"117.059,31","163.748,84","138.882,10"
303,2024,12500,511003,91003,Intereses por prestamos BEI convenio 2013,"1.119.777,00",,"1.119.777,00","1.145.529,17","1.145.529,17"
304,2024,12500,512000,91003,Intereses de Avales Otorgados,"77.940,22",,"77.940,22","93.948,72","80.879,32"
305,2024,12500,520000,91003,Intereses,"5.005.000,00","8.017.084,00","13.022.084,00","23.297.886,84","21.101.588,73"
306,2024,12500,520002,91003,Intereses vivienda,,,,"36.955,21","35.131,07"
307,2024,12500,540001,91003,Renta de Inmuebles,,,,"3.654,62","3.529,62"
308,2024,12500,540008,91003,Arrendamientos de locales,"1.530,14",,"1.530,14","1.051,47","1.051,47"
309,2024,12500,540009,91003,Alquileres de viviendas,"454.352,17",,"454.352,17","559.989,07","493.840,63"
310,2024,12500,550001,91003,Cánones de concesiones,"1.000.000,00",,"1.000.000,00","989.136,98","989.136,98"
311,2024,12500,551000,91003,Ingresos de productos,,,,"2.275,00","2.275,00"
312,2024,12500,552002,91003,De producción agraria,,,,"3.342,24","3.342,24"
313,2024,12500,552003,72013,De protección y gestión de los montes,"776.121,90",,"776.121,90","675.339,08","602.782,12"
314,2024,12500,552003,72030,De protección y gestión de los montes,"502.881,49",,"502.881,49",,
315,2024,12500,552003,91003,De protección y gestión de los montes,,,,"667.691,73","667.691,73"
316,2024,12500,552004,91003,De tecnología agraria,,,,"1.240,00","1.240,00"
317,2024,12500,552006,91003,Reservas nacionales caza,,,,"-112.035,81","-113.963,21"
318,2024,12500,552008,91003,Permisos de caza en cotos sociales,,,,"10.905,00","10.835,00"
319,2024,12500,552009,91003,Otros aprovechamientos,,,,"1.460,00","1.460,00"
320,2024,12500,553000,91003,Cánones de I.T.V. privadas,"6.369.674,52",,"6.369.674,52","6.583.198,82","5.449.595,90"
321,2024,12500,553003,91003,"De Educación, Universidad, Cultura y Deporte","7.000,00",,"7.000,00","4.814,99","4.814,99"
322,2024,12500,553008,91003,"Cánones, gestión de residuos","750.000,00",,"750.000,00","967.926,31","747.285,54"
323,2024,12500,553009,91003,Otros cánones,"13.080,00",,"13.080,00","185.903,82","185.903,82"
324,2024,12500,559009,91003,Otros aprovechamientos,,,,"27.305,54","3.637,15"
325,2024,12500,590000,91003,Ingresos por viviendas de promoción pública,,,,"1.196,68","1.196,68"
326,2024,12500,590009,91003,Otros ingresos patrimoniales,"80.733,88",,"80.733,88","137.184,00","137.184,00"
327,2024,12500,600000,91003,Venta de terrenos,"27.000.000,00",,"27.000.000,00","23.621.555,94","18.621.555,94"
328,2024,12500,610000,91003,Venta de inversiones reales- Varios,,,,"7.505,99","7.005,99"
329,2024,12500,620000,91003,Venta de inmuebles,,,,"42.706,53","42.706,53"
330,2024,12500,702002,36008,AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES,"245.043,59",,"245.043,59",,
331,2024,12500,702009,36006,Otras subvenciones en materia de Medio Ambiente,,,,"217.750,68","217.750,68"
332,2024,12500,702009,36014,Otras subvenciones en materia de Medio Ambiente,"600.000,00",,"600.000,00","313.649,97","313.649,97"
333,2024,12500,702009,36015,Otras subvenciones en materia de Medio Ambiente,"50.000,00",,"50.000,00","50.000,00","50.000,00"
334,2024,12500,704002,39117,Plan de vivienda,,,,"-256.749,51","-256.749,51"
335,2024,12500,704002,39157,Plan de vivienda,"13.984.000,00",,"13.984.000,00","13.984.000,00","13.940.114,63"
336,2024,12500,704099,39150,Otras subvenciones de Fomento,,"7.600.000,00","7.600.000,00","7.600.000,00","7.600.000,00"
337,2024,12500,705006,34021,Campañas de sanidad animal,"400.000,00",,"400.000,00","565.417,05","565.417,05"
338,2024,12500,705006,34039,Campañas de sanidad animal,"125.000,00",,"125.000,00",,
339,2024,12500,705008,34006,Apicultura,"191.000,00",,"191.000,00","158.945,09","158.945,09"
340,2024,12500,705013,34015,Semillas y plantas de viveros,,,,"291.098,00","291.098,00"
341,2024,12500,705017,34017,Lucha contra agentes nocivos,"282.152,00",,"282.152,00","370.600,41","370.600,41"
342,2024,12500,705018,34023,Control lechero,"50.000,00",,"50.000,00","14.044,96","14.044,96"
343,2024,12500,705054,34066,AGE PDR,"24.835.674,45",,"24.835.674,45","21.661.286,54","21.661.286,54"
344,2024,12500,706009,39413,Otras subvenciones de capital,"200.000,00",,"200.000,00",,
345,2024,12500,707001,39159,"Otras subvenciones de Educación, Cultura y Deporte",,"1.781.417,00","1.781.417,00","1.781.417,00","1.781.417,00"
346,2024,12500,708021,39135,VIOLENCIA DE GÉNERO,"100.000,00","365.965,33","465.965,33","396.332,41","396.332,41"
347,2024,12500,709001,32200,Plan Especial de Teruel,,,,"-624.589,11","-624.589,11"
348,2024,12500,709001,32224,Plan Especial de Teruel,"30.000.000,00",,"30.000.000,00","30.000.000,00",
349,2024,12500,709007,32427,Next Generation EU MRR,,"12.457.100,00","12.457.100,00","12.457.100,00","12.457.100,00"
350,2024,12500,709007,32428,Next Generation EU MRR,"18.257.055,00","669.329,48","18.926.384,48","-729.595,52","-729.595,52"
351,2024,12500,709007,32431,Next Generation EU MRR,"4.164.144,29",,"4.164.144,29",,
352,2024,12500,709007,32434,Next Generation EU MRR,"17.533.559,25",,"17.533.559,25","734.806,45","734.806,45"
353,2024,12500,709007,32435,Next Generation EU MRR,"28.295.694,76","-12.378.797,99","15.916.896,77","70.277,16","70.277,16"
354,2024,12500,709007,32436,Next Generation EU MRR,"23.947.718,89","12.253.531,94","36.201.250,83","12.253.531,94","12.253.531,94"
355,2024,12500,709007,32437,Next Generation EU MRR,"92.759.661,29",,"92.759.661,29",,
356,2024,12500,709007,32438,Next Generation EU MRR,"27.749.827,51","240.426,47","27.990.253,98","995.082,87","995.082,87"
357,2024,12500,709007,32439,Next Generation EU MRR,,,,"5.869.702,17","5.869.702,17"
358,2024,12500,709007,32441,Next Generation EU MRR,"10.210.384,13",,"10.210.384,13",,
359,2024,12500,709007,32442,Next Generation EU MRR,"5.021.250,00",,"5.021.250,00",,
360,2024,12500,709007,32443,Next Generation EU MRR,"55.327.709,32","6.626.117,71","61.953.827,03","9.624.330,71","6.626.117,71"
361,2024,12500,709007,32447,Next Generation EU MRR,"3.450.000,00",,"3.450.000,00",,
362,2024,12500,709007,32453,Next Generation EU MRR,,,,"1.016.605,70","1.016.605,70"
363,2024,12500,709007,32456,Next Generation EU MRR,,"1.859.504,13","1.859.504,13","1.859.504,13","1.859.504,13"
364,2024,12500,709009,39088,Otras subvenciones de capital,,"556.323,49","556.323,49","385.974,25","385.974,25"
365,2024,12500,709009,39142,Otras subvenciones de capital,,"130.394,68","130.394,68","130.394,68","130.394,68"
366,2024,12500,709009,39148,Otras subvenciones de capital,,"314.604,20","314.604,20","442.050,69","442.050,69"
367,2024,12500,709009,39161,Otras subvenciones de capital,,"390.495,87","390.495,87","390.495,87","390.495,87"
368,2024,12500,709009,39169,Otras subvenciones de capital,,,,"1.973.185,72","1.973.185,72"
369,2024,12500,711009,32441,Otras subvenciones del Servicio Aragonés de Salud,,,,"600.000,00","600.000,00"
370,2024,12500,711009,91003,Otras subvenciones del Servicio Aragonés de Salud,,,,"126.000,00","126.000,00"
371,2024,12500,713000,33002,Centros de Formación Profesional,"890.540,00",,"890.540,00","865.535,81","865.535,81"
372,2024,12500,713000,33005,Centros de Formación Profesional,"250.000,00",,"250.000,00",,
373,2024,12500,719000,39042,Construcciones deportivas (Ctro Superior Deportes),,"30.536,00","30.536,00","30.536,00","30.536,00"
374,2024,12500,719003,32100,Plan de la Minería,"3.650.745,47",,"3.650.745,47","4.531.123,87","4.531.123,87"
375,2024,12500,719003,32448,Plan de la Minería,"3.387.794,68",,"3.387.794,68",,
376,2024,12500,719003,32452,Plan de la Minería,"1.706.489,77",,"1.706.489,77",,
377,2024,12500,719006,36008,Parques Nacionales,,,,"154.560,00","154.560,00"
378,2024,12500,740001,39143,De IDAE para el  fomento ahorro energético,"600.000,00","150.000,00","750.000,00","750.000,00","750.000,00"
379,2024,12500,740003,39133,Progr.ef.energética PYME y empresa industrial,"4.000.000,00","1.440.000,00","5.440.000,00","5.440.000,00","5.440.000,00"
380,2024,12500,740009,32437,Otras subvenciones de capital,,"3.000.000,00","3.000.000,00","3.000.000,00","3.000.000,00"
381,2024,12500,760009,51001,Otras subvenciones de Diputaciones Provinciales,,"1.000.000,00","1.000.000,00","1.000.000,00","1.000.000,00"
382,2024,12500,792002,14212,Programa Interregional Europe FEDER,"80.000,00",,"80.000,00",,
383,2024,12500,792099,14203,Otras transferencias de capital,"45.000,00",,"45.000,00",,
384,2024,12500,792200,14201,Programa Operativo FEDER 2014-2020,,,,"13.665.912,89","13.665.912,89"
385,2024,12500,792200,14202,Programa Operativo FEDER 2014-2020,,,,"183.776,92","183.776,92"
386,2024,12500,792200,14210,Programa Operativo FEDER 2014-2020,"1.100.000,00",,"1.100.000,00",,
387,2024,12500,792201,14202,Prog Op. INTERREG V-A-ESPAÑA-FRA-AND 2014-2020,,,,"144.590,20","144.590,20"
388,2024,12500,792201,14204,Prog Op. INTERREG V-A-ESPAÑA-FRA-AND 2014-2020,,,,"36.709,90","36.709,90"
389,2024,12500,792202,14205,Programa Operativo INTERREG V SUDOE 2014-2020,"14.000,00",,"14.000,00",,
390,2024,12500,792203,14209,EUROPA REACT-UE,,,,"86.391.826,74","86.391.826,74"
391,2024,12500,792204,14210,Prog. Op. FEDER 2021-2027,"9.988.494,98",,"9.988.494,98",,
392,2024,12500,793100,39121,Fondo Social Europeo- Programa Operativo 2007-2013,,,,"485.748,76","485.748,76"
393,2024,12500,796000,12101,Fondo Europeo Agrícola de Garantía,"24.395.805,00",,"24.395.805,00","21.756.255,20","21.756.255,20"
394,2024,12500,796002,12101,Plan Nacional Apícola,"410.990,64",,"410.990,64","324.472,17","324.472,17"
395,2024,12500,796006,12101,Otras subvenciones FEAGA,"290.000,00",,"290.000,00",,
396,2024,12500,797027,12203,FEADER EURI,"1.644.765,00",,"1.644.765,00","3.499.441,61","3.499.441,61"
397,2024,12500,797028,12202,FEADER,"51.448.461,52",,"51.448.461,52","51.090.824,48","51.090.824,48"
398,2024,12500,797028,12204,FEADER,"33.104.708,90",,"33.104.708,90","24.554.994,94","24.554.994,94"
399,2024,12500,797028,12205,FEADER,"825.000,00",,"825.000,00",,
400,2024,12500,797099,12202,Otras transferencias de capital,,,,"-3.352,94","-3.352,94"
401,2024,12500,799000,19003,Otras subvenciones del exterior,"61.491,00",,"61.491,00","16.595,80","16.595,80"
402,2024,12500,799000,19007,Otras subvenciones del exterior,,,,"42.071,01","42.071,01"
403,2024,12500,799000,19010,Otras subvenciones del exterior,,,,"11.956,53","11.956,53"
404,2024,12500,799000,19011,Otras subvenciones del exterior,"95.000,00",,"95.000,00",,
405,2024,12500,820000,91003,Reintegros varios de préstamos a corto plazo,"2.000,00",,"2.000,00",,
406,2024,12500,821002,91003,"Reintegros préstamos a largo plazo, convenios BEI","12.500.000,00",,"12.500.000,00","12.499.999,99","12.499.999,99"
407,2024,12500,821009,91003,Reintegros a largo plazo de vivienda y rehab.,"801.567,38",,"801.567,38","925.927,96","922.781,85"
408,2024,12500,870000,32427,Remanentes de Tesorería,,"74.368.973,89","74.368.973,89",,
409,2024,12500,870000,32428,Remanentes de Tesorería,,"246.021,69","246.021,69",,
410,2024,12500,870000,32431,Remanentes de Tesorería,,"1.560.418,69","1.560.418,69",,
411,2024,12500,870000,32434,Remanentes de Tesorería,,"16.481.863,16","16.481.863,16",,
412,2024,12500,870000,32435,Remanentes de Tesorería,,"12.445.712,59","12.445.712,59",,
413,2024,12500,870000,32436,Remanentes de Tesorería,,"21.013.633,81","21.013.633,81",,
414,2024,12500,870000,32437,Remanentes de Tesorería,,"34.381.811,11","34.381.811,11",,
415,2024,12500,870000,32438,Remanentes de Tesorería,,"19.329.119,76","19.329.119,76",,
416,2024,12500,870000,32439,Remanentes de Tesorería,,"2.738.435,77","2.738.435,77",,
417,2024,12500,870000,32440,Remanentes de Tesorería,,"984.752,36","984.752,36",,
418,2024,12500,870000,32442,Remanentes de Tesorería,,"2.791.875,00","2.791.875,00",,
419,2024,12500,870000,32443,Remanentes de Tesorería,,"7.775.595,59","7.775.595,59",,
420,2024,12500,870000,32447,Remanentes de Tesorería,,"140.227,69","140.227,69",,
421,2024,12500,870000,32449,Remanentes de Tesorería,,"3.000,00","3.000,00",,
422,2024,12500,870000,32454,Remanentes de Tesorería,,"1.131.600,00","1.131.600,00",,
423,2024,12500,870000,32455,Remanentes de Tesorería,,"1.316.690,00","1.316.690,00",,
424,2024,12500,870000,33011,Remanentes de Tesorería,,"441.616,32","441.616,32",,
425,2024,12500,870000,39127,Remanentes de Tesorería,,"1.200.000,00","1.200.000,00",,
426,2024,12500,870000,39150,Remanentes de Tesorería,,"3.579.022,39","3.579.022,39",,
427,2024,12500,870000,39157,Remanentes de Tesorería,,"13.671.599,54","13.671.599,54",,
428,2024,12500,870000,39159,Remanentes de Tesorería,,"9.203.849,00","9.203.849,00",,
429,2024,12500,910000,91003,Préstamos recibidos a largo plazo,"260.894.893,21",,"260.894.893,21",,
430,2024,12500,910105,91003,Préstamos L/P Fondo Liquidez Autonómico Déficit EC,"46.784.308,00",,"46.784.308,00","-2.514,38","-2.514,38"
431,2024,12500,910106,91003,Préstamos L/P Fondo Liquidez Autonómico Vencimient,"1.016.065.847,66",,"1.016.065.847,66","1.016.065.847,66","1.016.065.847,66"
432,2024,12500,910107,91003,Préstamos L/P Fondo Liquidez Autonómico Liq.Negati,"35.375.400,00",,"35.375.400,00","35.375.400,00","35.375.400,00"
433,2024,12500,910110,91003,Préstamos L/P Fondo Liquidez Autonómico Déficit,,"175.500.000,00","175.500.000,00","193.002.514,06","193.002.514,06"
434,2024,12510,110000,91003,Sobre adquisiciones por herencia o legado,,,,"128.079.797,01","112.669.589,46"
435,2024,12510,110003,91003,Donaciones,,,,"3.383.521,06","2.858.510,78"
436,2024,12510,111000,91003,Sobre el patrimonio neto de las personas físicas,,,,"45.643.007,76","44.995.238,68"
437,2024,12510,112000,91003,Sobre Grandes superficies,,,,"5.026.901,98","5.026.901,98"
438,2024,12510,115000,91003,Impuestos Depósitos Entidades de Crédito,,,,"11.848.065,71","11.845.257,55"
439,2024,12510,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,,,,"139.345.176,66","138.522.668,26"
440,2024,12510,200001,91003,Sobre Operaciones Societarias,,,,"819.199,85","802.190,95"
441,2024,12510,200002,91003,Sobre Transmisiones de vehículos,,,,"1.871.749,00","1.869.169,20"
442,2024,12510,201000,91003,Documentos Notariales,,,,"59.633.230,45","58.859.976,82"
443,2024,12510,201002,91003,Documentos Administrativos,,,,"850.060,05","781.037,31"
444,2024,12510,220004,91003,S/ venta minorista de determinados hidrocarburos,,,,"93.634,77","85.695,86"
445,2024,12510,220005,91003,Sobre determinados medios de transporte,,,,"16.643.937,12","14.705.721,09"
446,2024,12510,232000,91003,S/ Emisiones contaminantes,,,,"70.410,04","70.410,04"
447,2024,12510,232001,91003,Impuesto s/ depósito de residuos en vertederos,,,,"15.363.617,15","15.363.617,15"
448,2024,12510,234000,91003,S/ aprovechamiento hidroeléctrico,,,,"16.420.522,32","16.420.522,32"
449,2024,12510,235000,91003,S/ líneas de alta tensión,,,,"3.024.544,32","3.024.544,32"
450,2024,12510,236000,91003,S/Explotación parques eólicos,,,,"8.823.240,76","8.823.240,76"
451,2024,12510,237000,91003,S/Explotación parques fotovoltaicos,,,,"1.973.320,62","1.973.320,62"
452,2024,12510,240000,91003,Casinos,,,,"351.264,77","351.264,77"
453,2024,12510,240001,91003,Bingos,,,,"5.384.385,39","5.384.385,39"
454,2024,12510,240002,91003,Máquinas recreativas,,,,"18.688.505,29","17.018.753,15"
455,2024,12510,240003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",,,,"1.720.663,81","1.720.663,81"
456,2024,12510,240004,91003,Bingo Electrónico,,,,"1.153.086,57","1.153.086,57"
457,2024,12510,250000,91003,Impuesto s/ actividades de juego,,,,"4.970.580,07","4.970.528,52"
458,2024,12510,398001,91003,Recargo de apremio,,,,"21.484,80",
459,2024,12510,398002,91003,Intereses de demora,,,,"778.304,84","583.682,85"
460,2024,12520,110000,91003,Sobre adquisiciones por herencia o legado,,,,"21.007.833,17","20.648.783,84"
461,2024,12520,110003,91003,Donaciones,,,,"959.888,31","941.746,34"
462,2024,12520,111000,91003,Sobre el patrimonio neto de las personas físicas,,,,"18.431,71","18.431,71"
463,2024,12520,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,,,,"38.533.353,07","38.135.578,72"
464,2024,12520,200001,91003,Sobre Operaciones Societarias,,,,"179.455,97","179.455,97"
465,2024,12520,200002,91003,Sobre Transmisiones de vehículos,,,,"554.402,21","553.669,37"
466,2024,12520,201000,91003,Documentos Notariales,,,,"12.774.606,44","12.472.562,86"
467,2024,12520,220005,91003,Sobre determinados medios de transporte,,,,"3.793.551,42","3.423.957,18"
468,2024,12520,240001,91003,Bingos,,,,"95.650,66","95.650,66"
469,2024,12520,240002,91003,Máquinas recreativas,,,,"3.950.896,63","3.506.279,08"
470,2024,12520,240003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",,,,"4.139,50","4.139,50"
471,2024,12520,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,,,"175,41","175,41"
472,2024,12520,398001,91003,Recargo de apremio,,,,"14.070,35",
473,2024,12520,398002,91003,Intereses de demora,,,,"140.635,59","62.043,39"
474,2024,12530,110000,91003,Sobre adquisiciones por herencia o legado,,,,"6.890.450,19","6.881.916,86"
475,2024,12530,110003,91003,Donaciones,,,,"636.473,97","633.449,25"
476,2024,12530,111000,91003,Sobre el patrimonio neto de las personas físicas,,,,"17.564,62","16.720,50"
477,2024,12530,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,,,,"12.519.177,71","12.421.551,26"
478,2024,12530,200001,91003,Sobre Operaciones Societarias,,,,"75.443,57","75.443,57"
479,2024,12530,200002,91003,Sobre Transmisiones de vehículos,,,,"343.923,00","343.923,00"
480,2024,12530,201000,91003,Documentos Notariales,,,,"4.725.640,43","4.661.907,82"
481,2024,12530,220005,91003,Sobre determinados medios de transporte,,,,"1.338.751,31","1.174.451,01"
482,2024,12530,240002,91003,Máquinas recreativas,,,,"2.063.690,60","1.848.332,71"
483,2024,12530,240003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",,,,"7.464,91","7.464,91"
484,2024,12530,398001,91003,Recargo de apremio,,,,"9.069,75",
485,2024,12530,398002,91003,Intereses de demora,,,,"64.565,48","40.788,74"
486,2024,51000,329001,91003,Tasa 01- Dirección e inspección de obras,,,,"3.552,25","3.552,25"
487,2024,51000,330002,91003,Precios Públicos de los Centros de Form del INAEM,"1.500,00",,"1.500,00",816,816
488,2024,51000,380012,11101,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"-1.761,21","-1.761,21"
489,2024,51000,380012,11201,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"7.121,88","4.621,88"
490,2024,51000,380012,11202,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"20.646,42","18.132,82"
491,2024,51000,380012,11209,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"1.224,87","1.224,87"
492,2024,51000,380012,19004,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"528.986,00","528.986,00"
493,2024,51000,380012,19090,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"8.531,00","8.531,00"
494,2024,51000,380012,32433,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"338.426,03","328.990,03"
495,2024,51000,380012,32446,Reint. ejerc. cerrados Instituto Aragonés Empleo,,,,"123.863,45","123.863,45"
