_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D. Rec. Netos,Recaudado Neto
280,2013,12500,705022,34031,Cese anticipado,330000,0,330000,297009.37,227919.63
281,2013,12500,705025,34032,Indemnización compensatoria básica,1600000,0,1600000,1600568.2,1599075.34
282,2013,12500,705026,34016,Nuevas variedades vegetales,43000,0,43000,-26956,-26956
283,2013,12500,705029,34039,Erradicación de Encefalopatía Espongiforme Bovina,150000,0,150000,133863,133863
284,2013,12500,705030,34037,Reconversión de plantaciones frutícolas,1000000,0,1000000,482978,0
285,2013,12500,705032,34049,Ayudas del Fondo Europeo de Pesca,44000,0,44000,0,0
286,2013,12500,705035,34053,Plan nacional de subproductos,300000,0,300000,0,0
287,2013,12500,706002,39013,Plan consolidación y competitividad de las PYME,0,0,0,-3573.7,-3573.7
288,2013,12500,707001,39028,"Otras subvenciones de Educación, Cultura y Deporte",0,0,0,-37306.18,-37306.18
289,2013,12500,707001,39041,"Otras subvenciones de Educación, Cultura y Deporte",30000,0,30000,0,0
290,2013,12500,707004,39003,Proyectos de investigación del I.N.I.A.,60000,0,60000,0,0
291,2013,12500,709001,32200,Plan Especial de Teruel,30000000,0,30000000,30000000,30000000
292,2013,12500,709009,39027,Otras subvenciones de capital,0,0,0,0,0
293,2013,12500,709009,39118,Otras subvenciones de capital,0,0,0,58369.29,0
294,2013,12500,714000,39003,De la Universidad de Zaragoza,0,0,0,-54971.94,-54971.94
295,2013,12500,719003,32100,Plan de la Minería,1838432,-1125000,713432,704029.92,704029.92
296,2013,12500,719009,39003,Transferencias de otros Organismos Autónomos,0,0,0,-3461.51,-3461.51
297,2013,12500,740001,39050,De IDAE para el  fomento ahorro energético,5418602,0,5418602,0,0
298,2013,12500,760009,51001,Otras subvenciones de Diputaciones Provinciales,0,730000,730000,730000,640000
299,2013,12500,762001,52002,De Administraciones Comarcales,0,0,0,47600,47600
300,2013,12500,780009,91003,Otras Transferencias De Familias Y Otras Instituc.,0,0,0,3068865.78,2888865.78
301,2013,12500,792000,14099,Fondo Europeo de Desarrollo Regional. Objetivo 2,0,0,0,5582709.96,5582709.96
302,2013,12500,792100,14101,Programa Operativo FEDER 2007-2013,6159682.68,-65956.33,6093726.35,5623759.78,5623759.78
303,2013,12500,792100,14102,Programa Operativo FEDER 2007-2013,0,0,0,187983.41,187983.41
304,2013,12500,792100,14104,Programa Operativo FEDER 2007-2013,0,0,0,17981.67,17981.67
305,2013,12500,792100,14105,Programa Operativo FEDER 2007-2013,0,0,0,0,0
306,2013,12500,792101,14101,Programa Operativo FEDER 2007-2013 proyecto HITO,829690.84,0,829690.84,0,0
307,2013,12500,793100,11101,Fondo Social Europeo- Programa Operativo 2007-2013,1123372.5,0,1123372.5,8370666.51,8370666.51
308,2013,12500,794000,16001,Fondo de Cohesión,0,0,0,1095648.3,1095648.3
309,2013,12500,796000,12101,Fondo Europeo Agrícola de Garantía,1320060,0,1320060,1137282.57,1137282.57
310,2013,12500,796002,12101,Plan Nacional Apícola,200000,0,200000,0,0
311,2013,12500,797000,12102,Forestación,1275000,0,1275000,1224622.66,1224622.66
312,2013,12500,797001,12102,Agroambientales,8974000,0,8974000,8965647.77,8332166.4
313,2013,12500,797002,12102,Cese Anticipado,660000,0,660000,594024.67,594024.67
314,2013,12500,797003,12102,Indemnización Compensación Básica,3200000,0,3200000,3201158.59,3198172.83
315,2013,12500,797004,12102,"Modernización explotaciones, incorporación jóvenes",11210000,0,11210000,11268475.97,11268475.97
316,2013,12500,797006,12102,Modernización de regadíos,7500000,0,7500000,7502528.73,636658.31
317,2013,12500,797008,12102,"P.D.R.- Renov., dllo de pueblos y patrimonio rural",4529888.19,0,4529888.19,3289808.08,3289808.08
318,2013,12500,797009,12102,P.D.R.- Diversif. actividades en el ámbito agrario,4900000,800000,5700000,5699899.73,5699899.73
319,2013,12500,797011,12102,PDR Formación,137894,0,137894,105355.73,19603.57
320,2013,12500,797012,12102,P.D.R.- Transf. y comercializ. productos agrícolas,3500000,7799130.48,11299130.48,11241677.03,6282740.15
321,2013,12500,797013,12102,PDR Medidas forestales,3034360.18,0,3034360.18,3639871.55,2981337.57
322,2013,12500,797014,12102,PDR Concentración  parcelaria,2438016.53,0,2438016.53,-126294.44,-126294.44
323,2013,12500,797018,12102,PDR Protección del  Medio Ambiente,623500,-55902.37,567597.63,1625762.75,1054330.3
324,2013,12500,797099,12102,Otras transferencias de capital,74000,0,74000,44557.23,16718.4
325,2013,12500,797099,91003,Otras transferencias de capital,0,0,0,397051.49,397051.49
326,2013,12500,798000,15101,Fondo Europeo de Pesca,35000,0,35000,144985,144985
327,2013,12500,799000,19003,Otras subvenciones del exterior,23000,31500,54500,474219.6,474219.6
328,2013,12500,821001,91003,Reintegros préstamos convenios con EE Locales,3500000,0,3500000,0,0
329,2013,12500,870000,19003,Remanentes de Tesorería,0,10275.96,10275.96,0,0
330,2013,12500,870000,32200,Remanentes de Tesorería,0,30029791.79,30029791.79,0,0
331,2013,12500,870000,34005,Remanentes de Tesorería,0,234446.01,234446.01,0,0
332,2013,12500,870000,34017,Remanentes de Tesorería,0,75000,75000,0,0
333,2013,12500,870000,34051,Remanentes de Tesorería,0,900000,900000,0,0
334,2013,12500,870000,34056,Remanentes de Tesorería,0,38152.11,38152.11,0,0
335,2013,12500,870000,39001,Remanentes de Tesorería,0,1574552,1574552,0,0
336,2013,12500,870000,39028,Remanentes de Tesorería,0,983016.81,983016.81,0,0
337,2013,12500,870000,39037,Remanentes de Tesorería,0,910000,910000,0,0
338,2013,12500,870000,39040,Remanentes de Tesorería,0,119822.69,119822.69,0,0
339,2013,12500,870000,39047,Remanentes de Tesorería,0,2593148.66,2593148.66,0,0
340,2013,12500,870000,39054,Remanentes de Tesorería,0,84000,84000,0,0
341,2013,12500,870000,39055,Remanentes de Tesorería,0,140776.28,140776.28,0,0
342,2013,12500,870000,39059,Remanentes de Tesorería,0,539512,539512,0,0
343,2013,12500,870000,39062,Remanentes de Tesorería,0,341460,341460,0,0
344,2013,12500,870000,39072,Remanentes de Tesorería,0,2321599.63,2321599.63,0,0
345,2013,12500,870000,39081,Remanentes de Tesorería,0,1541455.54,1541455.54,0,0
346,2013,12500,870000,39085,Remanentes de Tesorería,0,437399.91,437399.91,0,0
347,2013,12500,870000,39100,Remanentes de Tesorería,0,244602.47,244602.47,0,0
348,2013,12500,870000,39102,Remanentes de Tesorería,0,1973523.49,1973523.49,0,0
349,2013,12500,870000,39103,Remanentes de Tesorería,0,7715019.07,7715019.07,0,0
350,2013,12500,870000,39104,Remanentes de Tesorería,0,10040.16,10040.16,0,0
351,2013,12500,870000,39108,Remanentes de Tesorería,0,4167797.86,4167797.86,0,0
352,2013,12500,870000,39112,Remanentes de Tesorería,0,848175,848175,0,0
353,2013,12500,870000,51009,Remanentes de Tesorería,0,385000,385000,0,0
354,2013,12500,870000,53001,Remanentes de Tesorería,0,654947,654947,0,0
355,2013,12500,900000,91003,Emisión de Deuda Pública- Ley de Presupuestos 2013,400000000,190000000,590000000,805918036.36,805918036.36
356,2013,12500,910000,91003,Préstamos recibidos a largo plazo,0,0,0,9941963.07,9941963.07
357,2013,12500,910100,91003,Préstamos recibidos a largo plazo del BEI,0,100000000,100000000,100000000,100000000
358,2013,12500,920000,39072,Préstamos recibidos Ley de Presupuestos 2013,0,0,0,-53221.13,-53221.13
359,2013,12500,920000,91003,Préstamos recibidos Ley de Presupuestos 2013,459403833.29,0,459403833.29,18485000,18485000
360,2013,12500,921000,91003,Préstamos recibidos a corto plazo,0,0,0,341700,341700
361,2013,12510,110000,91003,Sobre adquisiciones por herencia o legado,0,0,0,159223283.46,89472607.51
362,2013,12510,110003,91003,Donaciones,0,0,0,5599263.13,3188224.8
363,2013,12510,111000,91003,Sobre el patrimonio neto de las personas físicas,0,0,0,27463420.06,27340849.74
364,2013,12510,112000,91003,Sobre Grandes superficies,0,0,0,14073406.56,3442536.55
365,2013,12510,113000,91003,Sobre emisiones contaminantes,0,0,0,617768.3,617768.3
366,2013,12510,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,0,0,0,66651558.13,59565580.23
367,2013,12510,200001,91003,Sobre Operaciones Societarias,0,0,0,1150295.31,1083336.78
368,2013,12510,200002,91003,Sobre Transmisiones de vehículos,0,0,0,1850997.12,1850997.12
369,2013,12510,201000,91003,Efectos timbrados y otros,0,0,0,31922616.24,29716242.5
370,2013,12510,201001,91003,Exceso letras de cambio,0,0,0,61373.18,61373.18
371,2013,12510,201002,91003,Reintegros a metálico,0,0,0,1995298.83,1995298.83
372,2013,12510,220004,91003,S/ venta minorista de determinados hidrocarburos,0,0,0,8561630.17,8561394.61
373,2013,12510,220005,91003,Sobre determinados medios de transporte,0,0,0,4594643.13,4113801.5
374,2013,12510,370000,91003,Casinos,0,0,0,447343,379249.22
375,2013,12510,370001,91003,Bingos,0,0,0,13902460.93,13902460.93
376,2013,12510,370002,91003,Máquinas recreativas,0,0,0,21197464.28,14580828.95
377,2013,12510,370003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",0,0,0,732635.47,732635.47
378,2013,12510,370005,91003,Loterías y apuestas ON LINE,0,0,0,1458657.78,1458656.53
379,2013,12510,370006,91003,Bingo Electrónico,0,0,0,58277.92,58277.92
380,2013,12510,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,0,0,0,8346.26,8346.26
381,2013,12510,398001,91003,Recargo de apremio,0,0,0,-1632.82,-1632.82
382,2013,12510,398002,91003,Intereses de demora,0,0,0,2976059.8,1206950.64
383,2013,12520,110000,91003,Sobre adquisiciones por herencia o legado,0,0,0,20078810.67,17757262.09
384,2013,12520,110003,91003,Donaciones,0,0,0,764498.98,696318.71
385,2013,12520,111000,91003,Sobre el patrimonio neto de las personas físicas,0,0,0,-18963.09,-18963.09
386,2013,12520,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,0,0,0,9146070.74,8807825.65
387,2013,12520,200001,91003,Sobre Operaciones Societarias,0,0,0,118907.66,108680.08
388,2013,12520,200002,91003,Sobre Transmisiones de vehículos,0,0,0,489455.98,488551.63
389,2013,12520,201000,91003,Efectos timbrados y otros,0,0,0,3525213.76,3161529.19
390,2013,12520,201001,91003,Exceso letras de cambio,0,0,0,134.63,134.63
391,2013,12520,201002,91003,Reintegros a metálico,0,0,0,4601.68,4601.68
392,2013,12520,220005,91003,Sobre determinados medios de transporte,0,0,0,629955.98,529268.69
393,2013,12520,370001,91003,Bingos,0,0,0,508083.84,508083.84
394,2013,12520,370002,91003,Máquinas recreativas,0,0,0,3899847.45,2873083.72
395,2013,12520,370003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",0,0,0,17485.88,17485.88
396,2013,12520,370006,91003,Bingo Electrónico,0,0,0,4389.92,4389.92
397,2013,12520,398002,91003,Intereses de demora,0,0,0,352293.13,217422.84
398,2013,12530,110000,91003,Sobre adquisiciones por herencia o legado,0,0,0,6440851.77,6251621.66
399,2013,12530,110003,91003,Donaciones,0,0,0,484528.36,449581.57
400,2013,12530,111000,91003,Sobre el patrimonio neto de las personas físicas,0,0,0,-26449.52,-26449.52
401,2013,12530,113000,91003,Sobre emisiones contaminantes,0,0,0,1354751.89,1354751.89
402,2013,12530,200000,91003,Sobre Transmisiones Patrimoniales Onerosas,0,0,0,4171640.04,3643735.53
403,2013,12530,200001,91003,Sobre Operaciones Societarias,0,0,0,50968.82,48573.56
404,2013,12530,200002,91003,Sobre Transmisiones de vehículos,0,0,0,253094.27,253094.27
405,2013,12530,201000,91003,Efectos timbrados y otros,0,0,0,2995607.15,2928045.87
406,2013,12530,201002,91003,Reintegros a metálico,0,0,0,236696.18,236696.18
407,2013,12530,220005,91003,Sobre determinados medios de transporte,0,0,0,467031.71,416471.58
408,2013,12530,370002,91003,Máquinas recreativas,0,0,0,2146203.86,1435131.36
409,2013,12530,370003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",0,0,0,138347.64,138347.64
410,2013,12530,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,0,0,0,15834,15834
411,2013,12530,398002,91003,Intereses de demora,0,0,0,37625.55,31719.61
412,2013,51000,329001,91003,Tasa 01- Dirección e inspección de obras,4000,0,4000,0,0
413,2013,51000,330002,91003,Precios Públicos de los Centros de Form del INAEM,2800,0,2800,684,684
414,2013,51000,380012,19004,Reint. ejerc. cerrados Instituto Aragonés Empleo,0,0,0,-14331.8,-14331.8
415,2013,51000,380012,33004,Reint. ejerc. cerrados Instituto Aragonés Empleo,0,0,0,121574.16,121574.16
416,2013,51000,380012,33005,Reint. ejerc. cerrados Instituto Aragonés Empleo,0,0,0,1041809.62,803100.03
417,2013,51000,380012,91003,Reint. ejerc. cerrados Instituto Aragonés Empleo,0,0,0,1041957.57,586169.71
418,2013,51000,381012,91003,Reint. Ppto. corriente INAEM,0,0,0,12918.3,12918.3
419,2013,51000,404099,39071,Otras subv. Empleo y de Servicios Sociales,82000,0,82000,61300,61300
420,2013,51000,413000,33002,Conferencia Sectorial de Empleo,531742,100981,632723,677723,677723
421,2013,51000,413000,33004,Conferencia Sectorial de Empleo,21040839,760128,21800967,21800967,21800967
422,2013,51000,413000,33005,Conferencia Sectorial de Empleo,10275685,1807440,12083125,12083125,12083125
423,2013,51000,413001,39008,Planes trabajo Centros Nacionales Formación Ocup.,280000,0,280000,-87253.54,-87253.54
424,2013,51000,499099,19090,Otras subvenciones del exterior,0,0,0,198122.06,118873.24
425,2013,51000,520000,91003,Intereses,30000,0,30000,40518.94,40518.94
426,2013,51000,708000,33002,Conferencia Sectorial de Empleo,45000,0,45000,0,0
427,2013,51000,870000,33008,Remanentes de Tesorería,0,282367.34,282367.34,0,0
428,2013,51000,870000,39111,Remanentes de Tesorería,0,26950,26950,0,0
429,2013,52000,319115,91003,Prestación de servicios en hospitales del SAS,17500000,0,17500000,17483000.03,13102605.81
430,2013,52000,329001,91003,Tasa 01- Dirección e inspección de obras,0,0,0,710164.09,710164.09
431,2013,52000,380100,91003,Reintegros de ejercicios cerrados,0,0,0,8153.91,8153.91
432,2013,52000,381005,91003,"Reintegros ej. corriente de Sanidad, B Social y Fa",0,0,0,7399.1,7399.1
433,2013,52000,381010,91003,Reint. Ppto. corriente I. A. Servicios Sociales,0,0,0,110000,110000
434,2013,52000,381100,91003,Reintegros de ejercicio corriente,0,0,0,554803.61,546412.81
435,2013,52000,390002,91003,Ingresos por cursos,0,0,0,0,0
436,2013,52000,393005,91003,"Cursos y otros ingresos de Sanidad, BS y Familia",0,0,0,256398.71,256398.71
437,2013,52000,396005,91003,"Ing.diversos.Rec eventuales.Sanidad, B Social y Fa",0,0,0,18632.6,18632.6
438,2013,52000,396100,91003,Ingresos diversos. Recursos eventuales,0,0,0,166620.78,137829.32
439,2013,52000,440009,39002,Otras subv. de Empresas Públicas y Entes Públicos,0,0,0,0,0
440,2013,52000,440009,91003,Otras subv. de Empresas Públicas y Entes Públicos,0,0,0,16446,16446
441,2013,52000,470009,39115,Otras subvenciones de empresas,0,168614,168614,168614,33643.8
442,2013,52000,499099,19090,Otras subvenciones del exterior,0,130052.78,130052.78,130052.78,130052.78
443,2013,52000,520000,91003,Intereses,50000,0,50000,73646.97,73646.97
444,2013,52000,553009,91003,Otros cánones,0,0,0,1204151.29,1144611.58
445,2013,52000,870000,14102,Remanentes de Tesorería,0,24296.89,24296.89,0,0
446,2013,52000,870000,19090,Remanentes de Tesorería,0,65.45,65.45,0,0
447,2013,52000,870000,39015,Remanentes de Tesorería,0,298.34,298.34,0,0
448,2013,52000,870000,39020,Remanentes de Tesorería,0,237300,237300,0,0
449,2013,52000,870000,55005,Remanentes de Tesorería,0,56530.32,56530.32,0,0
450,2013,52000,870000,72010,Remanentes de Tesorería,0,158000,158000,0,0
451,2013,53000,319100,91003,Prestación de Servicios en Residencias IASS,13000000,0,13000000,11389114.32,10174406.03
452,2013,53000,319102,91003,Prest. Servicios Centros Sociales y clubs IASS,1850000,0,1850000,134259.09,121464.89
453,2013,53000,319103,91003,Prestación de servicios en guarderías,0,0,0,20723.03,20723.03
454,2013,53000,329001,91003,Tasa 01- Dirección e inspección de obras,0,0,0,1786.81,1786.81
455,2013,53000,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",0,0,0,20063.7,20063.7
456,2013,53000,380010,35011,Reint. ejerc. cerrados I. A. Servicios Sociales,0,0,0,19363.5,19363.5
457,2013,53000,380010,91003,Reint. ejerc. cerrados I. A. Servicios Sociales,0,0,0,96239.07,86096.07
458,2013,53000,381005,35011,"Reintegros ej. corriente de Sanidad, B Social y Fa",0,0,0,43112.88,43112.88
459,2013,53000,381005,91003,"Reintegros ej. corriente de Sanidad, B Social y Fa",0,0,0,70395.04,68778.22
460,2013,53000,381010,91003,Reint. Ppto. corriente I. A. Servicios Sociales,0,0,0,118112.21,80430.8
461,2013,53000,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia",0,0,0,95705.27,8941.12
462,2013,53000,395009,91003,SERVICIOS SOCIALES Y FAMILIA,0,0,0,4869.3,4869.3
463,2013,53000,395100,91003,Multas y sanciones,20000,0,20000,0,0
464,2013,53000,396005,91003,"Ing.diversos.Rec eventuales.Sanidad, B Social y Fa",0,0,0,325466.97,325466.97
465,2013,53000,398001,91003,Recargo de apremio,0,0,0,5753.3,5753.3
466,2013,53000,398002,91003,Intereses de demora,0,0,0,705.81,705.81
467,2013,53000,520000,91003,Intereses,20000,0,20000,42585.56,42585.56
468,2013,53000,553010,91003,Canones del IASS,0,0,0,23540.4,23540.4
469,2013,54000,520000,91003,Intereses,1500,0,1500,0,0
470,2013,55000,311001,91003,Prestación de Servicios en residencias,625000,0,625000,0,0
471,2013,55000,311003,91003,Prestación de Servicios centros sociales y clubs,15000,0,15000,0,0
472,2013,55000,311008,91003,Prestación de Servicios en albergues,70000,0,70000,0,0
473,2013,55000,311009,91003,Prestación de servicios por Carné Joven,445000,0,445000,0,0
474,2013,55000,319104,91003,Prestación de servicios por Carnés Juveniles,0,0,0,10149.26,10149.26
475,2013,55000,319106,91003,Prestación de servicios en campos de trabajo,0,0,0,2430,2430
476,2013,55000,319107,91003,Prestación de servicios en albergues,0,0,0,68407.46,65833.16
477,2013,55000,319108,91003,Prestación de servicios del Carné Joven,0,0,0,187713.18,100739.77
478,2013,55000,319116,91003,Prestación de Servicios en Residencias,0,0,0,685842.87,685710.27
479,2013,55000,396005,39108,"Ing.diversos.Rec eventuales.Sanidad, B Social y Fa",0,0,0,560,0
480,2013,55000,419005,91003,Instituto de la Juventud,50000,0,50000,0,0
481,2013,55000,470009,71006,Otras subvenciones de empresas,200000,0,200000,0,0
482,2013,55000,520000,91003,Intereses,3000,0,3000,45.85,45.85
483,2013,55000,540008,91003,Arrendamientos de locales,0,0,0,16937,16661.7
484,2013,71000,314002,91003,Prestación Servicios AST,0,2393573.6,2393573.6,1981016.91,1732420.02
485,2013,71000,314003,91003,Prestación Servicios AST: IP,0,239249.41,239249.41,207612.74,187728.41
486,2013,71000,380100,91003,Reintegros de ejercicios cerrados,0,0,0,5665.4,5665.4
487,2013,71000,381100,91003,Reintegros de ejercicio corriente,0,0,0,9668.57,9668.57
488,2013,71000,396100,91003,Ingresos diversos. Recursos eventuales,0,0,0,10626.25,10626.25
489,2013,71000,411009,91003,Otras subvenciones del Servicio Aragonés de Salud,0,430148.57,430148.57,463215.61,29021.17
490,2013,71000,412009,91003,Otras subvenciones Instituto Aragonés de Empleo,0,97443.72,97443.72,96961.02,0
491,2013,71000,440009,91003,Otras subv. de Empresas Públicas y Entes Públicos,0,33778.32,33778.32,33778.32,589.56
492,2013,71000,450002,91003,Aport Departamentos DGA:infraestructuras centros,0,2190000,2190000,2188237.96,0
493,2013,71000,450008,91003,Aportaciones Departamentos D.G.A.,0,1056408.98,1056408.98,1072103.89,4810.18
494,2013,71000,520000,91003,Intereses,0,0,0,6893.33,6893.33
495,2013,71000,710009,91003,Otr subv. Instituto Aragonés de Servicios Sociales,0,163.4,163.4,126.06,126.06
496,2013,71000,719009,91003,Transferencias de otros Organismos Autónomos,0,18483.28,18483.28,50772.34,1281.1
497,2013,71000,750008,91003,Aportaciones Departamentos D.G.A.,0,1397394.63,1397394.63,1293634.36,-4280
498,2013,71000,792100,14101,Programa Operativo FEDER 2007-2013,1799919,0,1799919,1799919,0
499,2013,71000,870000,14101,Remanentes de Tesorería,0,460000,460000,0,0
500,2013,71000,870000,91003,Remanentes de Tesorería,0,460000,460000,0,0
501,2013,72000,221000,91003,Canon de Saneamiento,40249786.07,0,40249786.07,42834823.98,41875518.09
502,2013,72000,329001,91003,Tasa 01- Dirección e inspección de obras,25000,0,25000,35156.06,35156.06
503,2013,72000,329003,91003,"Tasa 03- Serv.admvos, redacc. informes,activ. fac.",500,0,500,0,0
504,2013,72000,330009,91003,Tratamiento fosas sépticas,100000,0,100000,102432.2,83108
505,2013,72000,395100,91003,Multas y sanciones,30000,0,30000,87211.49,87211.49
506,2013,72000,396100,91003,Ingresos diversos. Recursos eventuales,50000,0,50000,40228.74,36483.1
507,2013,72000,398001,91003,Recargo de apremio,0,0,0,75765.33,75765.33
508,2013,72000,398002,91003,Intereses de demora,0,0,0,19164.5,19164.5
509,2013,72000,492100,14101,Programa Operativo FEDER 2007-2013,1230.51,0,1230.51,18185.76,18185.76
510,2013,72000,520000,91003,Intereses,150000,0,150000,129240.26,100424
511,2013,72000,750000,91102,Transferencias de la Comunidad Autónoma de Aragón,0,0,0,0,0
512,2013,72000,794000,16001,Fondo de Cohesión,0,0,0,5484174.41,5484174.41
513,2013,72000,821001,91003,Reintegros préstamos convenios con EE Locales,749000,0,749000,981166.62,608598.04
514,2013,72000,840001,91003,Títulos representativos de ppdad empresas privadas,0,0,0,385,385
515,2013,72000,870000,39077,Remanentes de Tesorería,0,5400826.26,5400826.26,0,0
516,2013,73000,329020,91003,"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos",0,0,0,8977.9,8977.9
517,2013,73000,329035,91003,Tasa 35- Tasa eval. ensayos clínicos y p. sanitari,265000,0,265000,156899,156899
518,2013,73000,330010,91003,Servicios Investigación Biomédica,1051852.28,0,1051852.28,81918.49,60488.18
519,2013,73000,380100,39020,Reintegros de ejercicios cerrados,0,0,0,1577.43,1577.43
520,2013,73000,380100,39053,Reintegros de ejercicios cerrados,0,0,0,1638,1638
521,2013,73000,380100,55007,Reintegros de ejercicios cerrados,0,0,0,615.66,615.66
522,2013,73000,380100,72009,Reintegros de ejercicios cerrados,0,0,0,30581.56,30581.56
523,2013,73000,381100,39020,Reintegros de ejercicio corriente,0,0,0,3586.79,3586.79
524,2013,73000,381100,91003,Reintegros de ejercicio corriente,0,0,0,14919.76,13144.09
525,2013,73000,390002,91003,Ingresos por cursos,30000,0,30000,0,0
526,2013,73000,393005,91003,"Cursos y otros ingresos de Sanidad, BS y Familia",0,0,0,105268.37,85201.99
527,2013,73000,405006,39053,Políticas de cohesión y estrategias de salud,0,0,0,700000,0
528,2013,73000,405099,39020,Otras subvenciones en materia de Salud y Consumo,1791086.32,0,1791086.32,1181899.71,898319.7
529,2013,73000,405099,39053,Otras subvenciones en materia de Salud y Consumo,917912.19,0,917912.19,0,0
530,2013,73000,407006,39053,MEC - Plan nacional de investigación,0,0,0,88951.95,21652.35
531,2013,73000,440002,91003,Transferencia de la Universidad de Zaragoza,100000,0,100000,0,0
532,2013,73000,450008,55007,Aportaciones Departamentos D.G.A.,0,200119.82,200119.82,224119.82,0
533,2013,73000,470009,72009,Otras subvenciones de empresas,1769351.47,0,1769351.47,2339867.54,1949852.21
534,2013,73000,480009,72009,"Otras subv. familias,instituciones sin fines lucro",0,0,0,127945.4,112460.94
535,2013,73000,499099,19090,Otras subvenciones del exterior,395989.9,0,395989.9,155838.14,95713.14
536,2013,73000,520000,91003,Intereses,3000,0,3000,2524.73,2524.73
537,2013,73000,709009,39020,Otras subvenciones de capital,518459.63,0,518459.63,0,0
538,2013,73000,709009,39053,Otras subvenciones de capital,527293.24,0,527293.24,0,0
539,2013,73000,750008,55007,Aportaciones Departamentos D.G.A.,0,2000,2000,2000,0
540,2013,73000,770010,72009,proyectos producción y transferencia conocimiento,330000,0,330000,0,0
541,2013,73000,799000,19090,Otras subvenciones del exterior,143380,0,143380,0,0
542,2013,73000,870000,19090,Remanentes de Tesorería,0,449286.23,449286.23,0,0
543,2013,73000,870000,39020,Remanentes de Tesorería,0,920000,920000,0,0
544,2013,73000,870000,39053,Remanentes de Tesorería,0,806395.08,806395.08,0,0
545,2013,73000,870000,72009,Remanentes de Tesorería,0,874385.59,874385.59,0,0
546,2013,73000,870000,91003,Remanentes de Tesorería,0,43569.46,43569.46,0,0
547,2013,74000,319319,91003,Prestación de Servicios en laboratorios,150000,0,150000,83160.46,73435.93
548,2013,74000,319320,19090,Prestación servicios investigación agroalimentaria,0,3000,3000,6000,6000
549,2013,74000,319320,39114,Prestación servicios investigación agroalimentaria,0,3101.41,3101.41,100576.79,10361.41
550,2013,74000,319320,72009,Prestación servicios investigación agroalimentaria,0,87975.42,87975.42,121226.99,103302.69
551,2013,74000,319320,91003,Prestación servicios investigación agroalimentaria,0,0,0,16577.5,1577.5
552,2013,74000,380100,91003,Reintegros de ejercicios cerrados,0,0,0,254.1,254.1
553,2013,74000,381100,91003,Reintegros de ejercicio corriente,52000,0,52000,49348.37,40737.97
554,2013,74000,393001,51008,Congreso Truficultura,0,0,0,0,0
555,2013,74000,393001,55009,Congreso Truficultura,0,0,0,15000,0
556,2013,74000,393001,72009,Congreso Truficultura,0,0,0,49526,49526
557,2013,74000,396100,91003,Ingresos diversos. Recursos eventuales,0,0,0,0.15,0.15
558,2013,74000,450008,55007,Aportaciones Departamentos D.G.A.,0,30000,30000,254000,30000
559,2013,74000,450008,91003,Aportaciones Departamentos D.G.A.,150000,0,150000,128919.42,127814.11
560,2013,74000,470009,91003,Otras subvenciones de empresas,750,0,750,211.25,211.25
561,2013,74000,520000,91003,Intereses,5000,0,5000,1824.91,1824.91
562,2013,74000,552000,91003,De investigación agraria,55000,0,55000,373579.79,223496.84
563,2013,74000,552005,91003,Aprovechamientos de fincas agrícolas,109295,0,109295,117143.02,113418.07
564,2013,74000,553009,91003,Otros cánones,770,0,770,714.5,714.5
565,2013,74000,705013,34015,Semillas y plantas de viveros,0,69956,69956,69956,33656
566,2013,74000,707003,39037,Plan Nacional de Investigación,450000,25097,475097,151727.56,137627.56
567,2013,74000,719009,39105,Transferencias de otros Organismos Autónomos,100000,0,100000,0,0
568,2013,74000,719009,39114,Transferencias de otros Organismos Autónomos,0,0,0,1000,1000
569,2013,74000,719011,39003,Instituto Nacional Investigación y Tecnología Agra,535000,338796.5,873796.5,641462.1,641462.1
570,2013,74000,719011,39035,Instituto Nacional Investigación y Tecnología Agra,55105,0,55105,48508.48,48508.48
571,2013,74000,719011,39044,Instituto Nacional Investigación y Tecnología Agra,108715,0,108715,139074.87,139074.87
572,2013,74000,740009,39044,Otras subvenciones de capital,0,42838.75,42838.75,42838.75,40000
573,2013,74000,740009,55010,Otras subvenciones de capital,0,615000,615000,615000,15000
574,2013,74000,750001,55007,Proyectos demostración - Invest. Agroaliment.,0,20000,20000,19801.94,0
575,2013,74000,750008,55007,Aportaciones Departamentos D.G.A.,545896,61778,607674,454262.1,13569.5
576,2013,74000,760009,51007,Otras subvenciones de Diputaciones Provinciales,0,32000,32000,32000,32000
577,2013,74000,760009,51008,Otras subvenciones de Diputaciones Provinciales,0,180000,180000,180000,55000
578,2013,74000,770009,72009,Otras transferencias de empresas,100000,0,100000,4669.17,4669.17
579,2013,74000,770010,71008,proyectos producción y transferencia conocimiento,64000,0,64000,40500,40500
